Stage,Match,Date,MVP,Map Result
Unknown Group,VW (VW) vs NG (2),"January 29, 2025 - 21:10 KST",Scarlett,"Control: 2 vs 1 (Samoa)
Flashpoint: 2 vs 3 (Suravasa)
Escort: 0 vs 3 (Havana)
Push: 117.03m vs 76.95m (New Queen Street)
Hybrid: 1 vs 2 (King's Row)"
Unknown Group,PNHB (PNHB) vs AT (3),"February 3, 2025 - 18:00 KST",UYOU,"Control: 1 vs 2 (Samoa)
Hybrid: 3 vs 1 (Paraíso)
Flashpoint: 3 vs 1 (Suravasa)
Escort: 3 vs 0 (Havana)"
Unknown Group,HYB (HYB) vs VL (0),"February 3, 2025 - 19:55 KST",Mimoza,"Control: 0 vs 2 (Oasis)
Hybrid: 2 vs 3 (King's Row)
Flashpoint: 0 vs 3 (New Junk City)"
Unknown Group,UC (UC) vs LNG (0),"February 3, 2025 - 21:15 KST",November,"Control: 0 vs 2 (Lijiang Tower)
Flashpoint: 2 vs 3 (Suravasa)
Push: 79.63m vs 81.55m (New Queen Street)"
Unknown Group,AT (AT) vs LNG (3),"February 4, 2025 - 18:00 KST",FodCarry,"Control: 1 vs 2 (Antarctic Peninsula)
Flashpoint: 3 vs 0 (Suravasa)
Hybrid: 1 vs 0 (King's Row)
Escort: 3 vs 2 (Route 66)"
Unknown Group,INF (INF) vs VL (0),"February 4, 2025 - 19:55 KST",Mimoza,"Control: 0 vs 2 (Samoa)
Unknown: 1 vs 3 (New Junk City)
Escort: 0 vs 3 (Watchpoint: Gibraltar)"
Unknown Group,PNHB (PNHB) vs INS (3),"February 4, 2025 - 21:05 KST",Suraimu,"Control: 0 vs 2 (Antarctic Peninsula)
Escort: 3 vs 2 (Havana)
Hybrid: 2 vs 0 (King's Row)
Push: 89.12m vs 67.77m (Colosseo)"
Unknown Group,UC (UC) vs PNHB (0),"February 5, 2025 - 18:00 KST",Catlight,"Control: 0 vs 2 (Antarctic Peninsula)
Flashpoint: 0 vs 3 (Suravasa)
Hybrid: 0 vs 3 (King's Row)"
Unknown Group,HYB (HYB) vs JKOT (1),"February 5, 2025 - 19:15 KST",Mayweather,"Control: 2 vs 0 (Lijiang Tower)
Escort: 1 vs 2 (Watchpoint: Gibraltar)
Flashpoint: 2 vs 3 (Suravasa)
Push: 34.97m vs 103.59m (Esperança)"
Unknown Group,LAZ (LAZ) vs LNG (3),"February 5, 2025 - 20:45 KST",NewJ,"Control: 2 vs 0 (Samoa)
Escort: 1 vs 0 (Route 66)
Flashpoint: 3 vs 1 (New Junk City)"
Unknown Group,AT (AT) vs LAZ (2),"February 10, 2025 - 18:00 KST",Neivis,"Control: 2 vs 1 (Lijiang Tower)
Flashpoint: 2 vs 3 (Suravasa)
Push: 18.01m vs 139.62m (Colosseo)
Hybrid: 2 vs 1 (King's Row)
Escort: 0 vs 1 (Rialto)"
Unknown Group,VL (VL) vs JKOT (3),"February 10, 2025 - 20:15 KST",KSG,"Control: 2 vs 0 (Antarctic Peninsula)
Escort: 3 vs 0 (Route 66)
Flashpoint: 3 vs 2 (Suravasa)"
Unknown Group,INS (INS) vs UC (3),"February 10, 2025 - 21:30 KST",Hofac,"Control: 2 vs 0 (Samoa)
Escort: 3 vs 2 (Havana)
Flashpoint: 3 vs 1 (Suravasa)"
Unknown Group,LNG (LNG) vs PNHB (0),"February 11, 2025 - 18:00 KST",Meruna,"Control: 1 vs 2 (Oasis)
Flashpoint: 1 vs 3 (New Junk City)
Hybrid: 1 vs 2 (King's Row)"
Unknown Group,INF (INF) vs NG (2),"February 11, 2025 - 19:30 KST",Scarlett,"Control: 0 vs 2 (Lijiang Tower)
Flashpoint: 3 vs 0 (New Junk City)
Hybrid: 2 vs 3 (King's Row)
Escort: 1 vs 0 (Rialto)
Push: 47.33m vs 123.8m (Colosseo)"
Unknown Group,VW (VW) vs HYB (3),"February 11, 2025 - 21:15 KST",Edison,"Control: 2 vs 0 (Samoa)
Flashpoint: 3 vs 0 (Suravasa)
Hybrid: 4 vs 3 (Numbani)"
Unknown Group,AT (AT) vs UC (3),"February 12, 2025 - 18:00 KST",FodCarry,"Control: 2 vs 0 (Antarctic Peninsula)
Flashpoint: 3 vs 0 (Suravasa)
Escort: 3 vs 0 (Havana)"
Unknown Group,NG (NG) vs JKOT (3),"February 12, 2025 - 19:25 KST",Scarlett,"Control: 2 vs 0 (Oasis)
Escort: 3 vs 1 (Watchpoint: Gibraltar)
Flashpoint: 3 vs 1 (Suravasa)"
Unknown Group,LAZ (LAZ) vs PNHB (3),"February 12, 2025 - 20:40 KST",SeungAn,"Control: 2 vs 0 (Antarctic Peninsula)
Escort: 3 vs 1 (Watchpoint: Gibraltar)
Flashpoint: 1 vs 3 (Suravasa)
Push: 96.13m vs 57.18m (New Queen Street)"
Unknown Group,INF (INF) vs HYB (3),"February 17, 2025 - 18:00 KST",SWOO,"Control: 2 vs 0 (Samoa)
Hybrid: 3 vs 2 (Numbani)
Escort: 3 vs 2 (Havana)"
Unknown Group,VL (VL) vs VW (3),"February 17, 2025 - 19:45 KST",Nico,"Control: 2 vs 1 (Oasis)
Push: 91.14m vs 56.79m (New Queen Street)
Escort: 4 vs 3 (Rialto)"
Unknown Group,LNG (LNG) vs INS (0),"February 17, 2025 - 21:15 KST",Hofac,"Control: 1 vs 2 (Antarctic Peninsula)
Flashpoint: 1 vs 3 (New Junk City)
Push: 53.63m vs 121.48m (New Queen Street)"
