Stage,Match,Date,MVP,Map Result
Unknown Group,PEPS (PEPS) vs ULT (3),"February 15, 2025 - 05:40 KST",Xeriongdh,"Control: 1 vs 2 (Samoa)
Flashpoint: 0 vs 3 (Suravasa)
Escort: 1 vs 0 (Route 66)
Push: 62.38m vs 55.63m (Colosseo)
Hybrid: 2 vs 1 (Numbani)"
Unknown Group,SAK (SAK) vs QAD (0),"February 16, 2025 - 03:00 KST",LBBD7,"Control: 0 vs 2 (Samoa)
Push: 0m vs 142.41m (Esperança)
Flashpoint: 0 vs 3 (Suravasa)"
Unknown Group,TM (TM) vs VP (0),"February 16, 2025 - 03:55 KST",FiXa,"Control: 0 vs 2 (Samoa)
Push: 91.02m vs 142.41m (Esperança)
Flashpoint: 2 vs 3 (Suravasa)"
Unknown Group,ULT (ULT) vs QAD (1),"February 17, 2025 - 03:00 KST",Landon,"Control: 0 vs 2 (Samoa)
Escort: 3 vs 2 (Havana)
Flashpoint: 2 vs 3 (Suravasa)
Push: 87.26m vs 87.27m (Colosseo)"
Unknown Group,VP (VP) vs PEPS (3),"February 17, 2025 - 04:30 KST",Vestola,"Control: 2 vs 0 (Lijiang Tower)
Hybrid: 3 vs 1 (Blizzard World)
Push: 114.86m vs 75.13m (Esperança)"
Unknown Group,TM (TM) vs VSN (3),"February 22, 2025 - 03:05 KST",Seicoe,"Control: 2 vs 0 (Lijiang Tower)
Hybrid: 2 vs 1 (Blizzard World)
Push: 118.74m vs 78.2m (Esperança)"
Unknown Group,QAD (QAD) vs VP (2),"February 22, 2025 - 04:15 KST",Vestola,"Control: 1 vs 2 (Samoa)
Flashpoint: 3 vs 0 (Suravasa)
Push: 42.73m vs 142.41m (Esperança)
Escort: 2 vs 1 (Route 66)
Escort: 0 vs 1 (Dorado)"
Unknown Group,PEPS (PEPS) vs Gen.G (3),"February 22, 2025 - 06:05 KST",eisgnom,"Control: 1 vs 2 (Lijiang Tower)
Escort: 3 vs 0 (Route 66)
Flashpoint: 3 vs 1 (Suravasa)
Push: 99.42m vs 96.62m (Esperança)"
Unknown Group,PEPS (PEPS) vs SAK (3),"February 23, 2025 - 03:00 KST",Ken,"Control: 2 vs 0 (Samoa)
Push: 60.01m vs 108.52m (Esperança)
Flashpoint: 3 vs 2 (Suravasa)
Escort: 4 vs 3 (Route 66)"
Unknown Group,Gen.G (Gen.G) vs ULT (3),"February 23, 2025 - 04:30 KST",TOPDRAGON,"Control: 2 vs 1 (Lijiang Tower)
Hybrid: 1 vs 3 (Blizzard World)
Push: 95.36m vs 53.55m (Esperança)
Escort: 0 vs 2 (Dorado)
Flashpoint: 3 vs 1 (Suravasa)"
Unknown Group,VP (VP) vs VSN (3),"February 24, 2025 - 02:55 KST",FiXa,"Control: 2 vs 0 (Samoa)
Push: 142.41m vs 3.81m (Esperança)
Escort: 3 vs 2 (Havana)"
Unknown Group,TM (TM) vs ULT (3),"February 24, 2025 - 04:00 KST",FunnyAstro,"Control: 2 vs 0 (Lijiang Tower)
Hybrid: 2 vs 1 (Blizzard World)
Push: 139.65m vs 50.4m (Esperança)"
