Stage,Match,Date,MVP,Map Result
Unknown,Full House (3) vs Antic x Odium (1),"March 3, 2025 - 21:25 KST",없음,"Control: 1 vs 2 (Lijiang Tower)
Flashpoint: 3 vs 0 (Suravasa)
Push: 142.41m vs 16.9m (Esperança)
Hybrid: 3 vs 1 (Numbani)"
Unknown,99DIVINE (3) vs Full House (0),"March 4, 2025 - 20:10 KST",없음,"Control: 2 vs 0 (Samoa)
Flashpoint: 3 vs 1 (Suravasa)
Push: 135.34m vs 106.28m (Esperança)"
Unknown,MENG GONG 2 (3) vs MONSTARGEAR GAMING (0),"March 3, 2025 - 20:15 KST",없음,"Control: 2 vs 0 (Lijiang Tower)
Push: 128.11m vs 37.67m (New Queen Street)
Flashpoint: 3 vs 2 (Suravasa)"
Unknown,MFC (3) vs MENG GONG 2 (1),"March 4, 2025 - 21:35 KST",없음,"Control: 1 vs 2 (Lijiang Tower)
Flashpoint: 3 vs 1 (Suravasa)
Escort: 3 vs 0 (Watchpoint: Gibraltar)
Hybrid: 2 vs 1 (King's Row)"
Unknown,99DIVINE (4) vs MFC (0),"March 4, 2025 - 23:25 KST",없음,"Control: 2 vs 0 (Samoa)
Flashpoint: 3 vs 0 (Suravasa)
Push: 106.06m vs 106.05m (Esperança)
Hybrid: 2 vs 1 (King's Row)"

Unknown Group,AXO (AXO) vs T12 (2),"January 30, 2025 - 20:30 KST",없음,"Control: 2 vs 1 (Lijiang Tower)
Push: 69.1m vs 68.31m (Colosseo)
Flashpoint: 1 vs 3 (Suravasa)
Hybrid: 0 vs 3 (King's Row)
Control: 0 vs 2 (Oasis)"
Unknown Group,MG2 (MG2) vs MFC (0),"January 30, 2025 - 23:00 KST",없음,"Control: 1 vs 2 (Lijiang Tower)
Escort: 0 vs 3 (Watchpoint: Gibraltar)
Hybrid: 1 vs 2 (King's Row)"
Unknown Group,FADE (FADE) vs MGG (1),"January 31, 2025 - 00:30 KST",없음,"Control: 1 vs 2 (Lijiang Tower)
Flashpoint: 3 vs 0 (New Junk City)
Escort: 1 vs 2 (Watchpoint: Gibraltar)
Push: 71.21m vs 115.99m (Colosseo)"
Unknown Group,99D (99D) vs FH (3),"January 31, 2025 - 02:00 KST",없음,"Control: 2 vs 0 (Lijiang Tower)
Flashpoint: 3 vs 2 (Suravasa)
Push: 101.61m vs 65.26m (Esperança)"
Unknown Group,99D (99D) vs T12 (3),"February 6, 2025 - 20:00 KST",없음,"Control: 2 vs 0 (Oasis)
Hybrid: 3 vs 2 (King's Row)
Flashpoint: 3 vs 2 (Suravasa)"
Unknown Group,FH (FH) vs MFC (0),"February 6, 2025 - 21:25 KST",없음,"Control: 1 vs 2 (Oasis)
Flashpoint: 1 vs 3 (Suravasa)
Push: 74.12m vs 77.76m (Esperança)"
Unknown Group,AXO (AXO) vs MGG (3),"February 6, 2025 - 22:35 KST",없음,"Control: 2 vs 0 (Oasis)
Flashpoint: 3 vs 1 (Suravasa)
Escort: 3 vs 0 (Watchpoint: Gibraltar)"
Unknown Group,MG2 (MG2) vs FADE (3),"February 6, 2025 - 23:35 KST",없음,"Control: 2 vs 0 (Oasis)
Escort: 3 vs 0 (Watchpoint: Gibraltar)
Flashpoint: 3 vs 0 (New Junk City)"
Unknown Group,99D (99D) vs MFC (3),"February 13, 2025 - 20:10 KST",없음,"Control: 2 vs 1 (Samoa)
Hybrid: 3 vs 2 (King's Row)
Flashpoint: 3 vs 2 (Suravasa)"
Unknown Group,T12 (T12) vs MGG (1),"February 13, 2025 - 21:40 KST",없음,"Control: 2 vs 1 (Samoa)
Push: 108.33m vs 108.34m (New Queen Street)
Flashpoint: 0 vs 3 (New Junk City)
Hybrid: 0 vs 3 (King's Row)"
Unknown Group,AXO (AXO) vs MG2 (0),"February 13, 2025 - 23:45 KST",없음,"Control: 1 vs 2 (Samoa)
Push: 81.5m vs 129m (Colosseo)
Flashpoint: 2 vs 3 (New Junk City)"
Unknown Group,FH (FH) vs FADE (3),"February 14, 2025 - 01:35 KST",없음,"Control: 2 vs 0 (Samoa)
Flashpoint: 3 vs 1 (New Junk City)
Push: 139.62m vs 8.97m (Colosseo)"
Unknown Group,MFC (MFC) vs FADE (3),"February 20, 2025 - 20:00 KST",없음,"Control: 2 vs 0 (Antarctic Peninsula)
Flashpoint: 3 vs 1 (Suravasa)
Push: 80.62m vs 65.14m (Colosseo)"
Unknown Group,T12 (T12) vs MG2 (0),"February 20, 2025 - 21:10 KST",없음,"Control: 0 vs 2 (Antarctic Peninsula)
Hybrid: 2 vs 3 (King's Row)
Push: 55.67m vs 142.41m (Esperança)"
Unknown Group,FH (FH) vs AXO (3),"February 20, 2025 - 22:40 KST",없음,"Control: 1 vs 2 (Antarctic Peninsula)
Flashpoint: 3 vs 0 (Suravasa)
Push: 94.83m vs 36.78m (Colosseo)
Escort: 3 vs 0 (Watchpoint: Gibraltar)"
Unknown Group,99D (99D) vs MGG (3),"February 21, 2025 - 00:05 KST",없음,"Control: 2 vs 0 (Antarctic Peninsula)
Push: 128.11m vs 24.94m (New Queen Street)
Flashpoint: 3 vs 1 (New Junk City)"
