Stage,Match,Date,MVP,Map Result
Unknown Group,PEPS (PEPS) vs FTE (3),"May 12, 2025 - 02:00 KST",Tred,"Control: 2 vs 0 (Oasis)
Escort: 1 vs 0 (Dorado)
Push: 133.54m vs 98.33m (Runasapi)"
Unknown Group,QUI (QUI) vs VP (2),"May 12, 2025 - 03:20 KST",Galaa,"Control: 1 vs 2 (Oasis)
Escort: 4 vs 3 (Circuit Royal)
Flashpoint: 3 vs 2 (New Junk City)
Hybrid: 2 vs 3 (Midtown)
Push: 80.78m vs 96.89m (Runasapi)"
Unknown Group,QAD (QAD) vs ULT (3),"May 12, 2025 - 05:30 KST",CheckMate,"Control: 2 vs 1 (Oasis)
Escort: 0 vs 1 (Watchpoint: Gibraltar)
Flashpoint: 3 vs 0 (New Junk City)
Push: 112.79m vs 66.43m (Colosseo)"
Unknown Group,PEPS (PEPS) vs TM (0),"May 18, 2025 - 02:00 KST",Youbi,"Control: 0 vs 2 (Busan)
Flashpoint: 0 vs 3 (New Junk City)
Escort: 2 vs 3 (Circuit Royal)"
Unknown Group,QAD (QAD) vs FTE (3),"May 18, 2025 - 03:30 KST",ZIYAD,"Control: 2 vs 0 (Busan)
Flashpoint: 3 vs 2 (New Junk City)
Push: 142.13m vs 92.26m (Runasapi)"
Unknown Group,Gen.G (Gen.G) vs VP (0),"May 18, 2025 - 04:10 KST",FiXa,"Control: 0 vs 2 (Busan)
Push: 40.22m vs 98.57m (Runasapi)
Flashpoint: 1 vs 3 (Suravasa)"
Unknown Group,QUI (QUI) vs ULT (3),"May 19, 2025 - 02:00 KST",Zydra,"Control: 0 vs 2 (Ilios)
Escort: 3 vs 1 (Circuit Royal)
Hybrid: 1 vs 0 (Hollywood)
Flashpoint: 1 vs 3 (Suravasa)
Push: 99.83m vs 99.82m (Runasapi)"
Unknown Group,Gen.G (Gen.G) vs FTE (3),"May 19, 2025 - 03:40 KST",xzodyal,"Control: 2 vs 0 (Ilios)
Push: 129.28m vs 106.49m (Runasapi)
Escort: 2 vs 1 (Dorado)"
Unknown Group,QAD (QAD) vs VP (3),"May 25, 2025 - 02:00 KST",ZIYAD,"Control: 2 vs 1 (Busan)
Escort: 2 vs 1 (Circuit Royal)
Push: 144.86m vs 52.99m (Runasapi)"
Unknown Group,Gen.G (Gen.G) vs PEPS (3),"May 25, 2025 - 03:15 KST",xzodyal,"Control: 2 vs 1 (Ilios)
Escort: 2 vs 3 (Circuit Royal)
Push: 139.82m vs 106.45m (Runasapi)
Hybrid: 3 vs 4 (King's Row)
Flashpoint: 3 vs 1 (New Junk City)"
Unknown Group,FTE (FTE) vs QUI (2),"May 26, 2025 - 02:00 KST",Dip,"Control: 2 vs 1 (Oasis)
Escort: 1 vs 3 (Circuit Royal)
Push: 93.86m vs 124.46m (Runasapi)
Hybrid: 4 vs 3 (King's Row)
Flashpoint: 1 vs 3 (New Junk City)"
Unknown Group,ULT (ULT) vs TM (0),"May 26, 2025 - 04:00 KST",Seicoe,"Control: 0 vs 2 (Ilios)
Flashpoint: 0 vs 3 (Suravasa)
Escort: 0 vs 1 (Dorado)"
Unknown Group,FTE (FTE) vs VP (0),"June 1, 2025 - 02:00 KST",Galaa,"Control: 0 vs 2 (Oasis)
Escort: 1 vs 3 (Dorado)
Flashpoint: 1 vs 3 (New Junk City)"
Unknown Group,PEPS (PEPS) vs ULT (0),"June 1, 2025 - 03:15 KST",Kai,"Control: 0 vs 2 (Busan)
Escort: 2 vs 3 (Circuit Royal)
Flashpoint: 2 vs 3 (New Junk City)"
Unknown Group,QAD (QAD) vs DVSG (3),"June 2, 2025 - 02:00 KST",Landon,"Control: 2 vs 0 (Busan)
Escort: 3 vs 2 (Circuit Royal)
Flashpoint: 3 vs 1 (New Junk City)"
Unknown Group,Gen.G (Gen.G) vs TM (0),"June 2, 2025 - 03:10 KST",Simple,"Control: 0 vs 2 (Busan)
Flashpoint: 1 vs 3 (Suravasa)
Push: 0m vs 144.86m (Runasapi)"
Unknown Group,Gen.G (Gen.G) vs DVSG (3),"June 8, 2025 - 02:00 KST",Whoru,"Control: 2 vs 1 (Ilios)
Escort: 1 vs 2 (Circuit Royal)
Push: 116.13m vs 46.9m (Runasapi)
Hybrid: 2 vs 1 (Hollywood)"
Unknown Group,QAD (QAD) vs PEPS (3),"June 8, 2025 - 03:30 KST",Landon,"Control: 2 vs 0 (Oasis)
Hybrid: 1 vs 0 (Hollywood)
Escort: 2 vs 1 (Circuit Royal)"
Unknown Group,TM (TM) vs VP (3),"June 8, 2025 - 04:35 KST",Simple,"Control: 2 vs 1 (Oasis)
Escort: 1 vs 0 (Dorado)
Push: 107.6m vs 123.01m (Runasapi)
Flashpoint: 2 vs 3 (New Junk City)
Hybrid: 3 vs 3 (Midtown)
Escort: 3 vs 0 (Circuit Royal)"
Unknown Group,FTE (FTE) vs ULT (1),"June 9, 2025 - 02:00 KST",kevster,"Control: 2 vs 0 (Busan)
Escort: 2 vs 3 (Circuit Royal)
Flashpoint: 0 vs 3 (Suravasa)
Hybrid: 2 vs 3 (King's Row)"
Unknown Group,DVSG (DVSG) vs TM (0),"June 9, 2025 - 03:30 KST",Simple,"Control: 0 vs 2 (Ilios)
Escort: 0 vs 1 (Circuit Royal)
Flashpoint: 0 vs 3 (New Junk City)"
Unknown Group,QAD (QAD) vs Gen.G (3),"June 15, 2025 - 02:00 KST",ZIYAD,"Control: 2 vs 0 (Oasis)
Push: 141.34m vs 34.47m (Runasapi)
Flashpoint: 3 vs 1 (New Junk City)"
Unknown Group,PEPS (PEPS) vs VP (1),"June 15, 2025 - 03:05 KST",JaeWoo,"Control: 1 vs 2 (Ilios)
Escort: 1 vs 2 (Circuit Royal)
Flashpoint: 3 vs 2 (Suravasa)
Push: 58.77m vs 142.65m (Runasapi)"
Unknown Group,PEPS (PEPS) vs DVSG (3),"June 16, 2025 - 02:00 KST",Ken,"Control: 2 vs 0 (Oasis)
Hybrid: 3 vs 2 (Hollywood)
Flashpoint: 2 vs 3 (New Junk City)
Push: 73.49m vs 123.27m (Runasapi)
Escort: 3 vs 1 (Circuit Royal)"
Unknown Group,FTE (FTE) vs TM (0),"June 16, 2025 - 04:00 KST",TVNT,"Control: 0 vs 2 (Ilios)
Escort: 0 vs 3 (Dorado)
Push: 2.91m vs 144.86m (Runasapi)"
Unknown Group,ULT (ULT) vs VP (0),"June 16, 2025 - 05:00 KST",FiXa,"Control: 0 vs 2 (Oasis)
Escort: 1 vs 2 (Circuit Royal)
Flashpoint: 0 vs 3 (Suravasa)"
