Stage,Match,Date,MVP,Map Result
Unknown Group,ZG (ZG) vs ARP (2),"May 13, 2025 - 21:35 KST",Dororo,"Control: 2 vs 1 (Nepal)
Flashpoint: 0 vs 3 (Suravasa)
Push: 96.47m vs 69.39m (Runasapi)
Escort: 2 vs 3 (Circuit Royal)
Hybrid: 4 vs 5 (King's Row)"
Unknown Group,VL (VL) vs HYB (3),"May 14, 2025 - 18:20 KST",qki,"Control: 2 vs 0 (Oasis)
Flashpoint: 3 vs 0 (New Junk City)
Escort: 3 vs 0 (Circuit Royal)"
Unknown Group,REV (REV) vs REJ (0),"May 14, 2025 - 19:20 KST",Kalios,"Control: 1 vs 2 (Busan)
Flashpoint: 1 vs 3 (Suravasa)
Escort: 1 vs 3 (Circuit Royal)"
Unknown Group,JKOT (JKOT) vs ZG (3),"May 14, 2025 - 20:45 KST",Secret,"Control: 2 vs 0 (Nepal)
Flashpoint: 3 vs 1 (Suravasa)
Hybrid: 2 vs 3 (King's Row)
Escort: 3 vs 2 (Circuit Royal)"
Unknown Group,LAZ (LAZ) vs NG (3),"May 19, 2025 - 18:20 KST",MuZe,"Control: 2 vs 1 (Nepal)
Escort: 2 vs 1 (Circuit Royal)
Hybrid: 2 vs 1 (Eichenwalde)"
Unknown Group,PNHB (PNHB) vs ARP (3),"May 19, 2025 - 19:45 KST",GACHAPIN,"Control: 2 vs 0 (Ilios)
Flashpoint: 3 vs 0 (Suravasa)
Hybrid: 3 vs 2 (King's Row)"
Unknown Group,AT (AT) vs INF (3),"May 19, 2025 - 20:50 KST",FodCarry,"Control: 2 vs 1 (Busan)
Escort: 3 vs 0 (Watchpoint: Gibraltar)
Push: 124.56m vs 81.78m (Runasapi)"
Unknown Group,AT (AT) vs HYB (3),"May 20, 2025 - 18:00 KST",DOX,"Control: 2 vs 0 (Busan)
Escort: 3 vs 0 (Circuit Royal)
Push: 124.3m vs 63m (Runasapi)"
Unknown Group,JKOT (JKOT) vs REV (1),"May 20, 2025 - 19:40 KST",K4ne,"Control: 2 vs 1 (Nepal)
Flashpoint: 0 vs 3 (Suravasa)
Escort: 4 vs 5 (Circuit Royal)
Hybrid: 0 vs 3 (Midtown)"
Unknown Group,LAZ (LAZ) vs VL (0),"May 20, 2025 - 21:35 KST",TOPDRAGON,"Control: 0 vs 2 (Oasis)
Flashpoint: 1 vs 3 (Suravasa)
Push: 65.46m vs 130.8m (Runasapi)"
Unknown Group,PNHB (PNHB) vs JKOT (3),"May 21, 2025 - 18:00 KST",Suraimu,"Control: 1 vs 2 (Busan)
Hybrid: 2 vs 1 (Eichenwalde)
Escort: 3 vs 0 (Watchpoint: Gibraltar)
Push: 127m vs 124.58m (Runasapi)"
Unknown Group,AT (AT) vs LAZ (3),"May 21, 2025 - 19:50 KST",DOX,"Control: 0 vs 2 (Oasis)
Push: 117.92m vs 113.65m (Runasapi)
Flashpoint: 3 vs 1 (Suravasa)
Escort: 2 vs 3 (Circuit Royal)
Hybrid: 3 vs 2 (Hollywood)"
Unknown Group,HYB (HYB) vs INF (0),"May 21, 2025 - 21:55 KST",BreadTurtle,"Control: 0 vs 2 (Nepal)
Push: 2.21m vs 144.86m (Runasapi)
Escort: 2 vs 3 (Circuit Royal)"
Unknown Group,NG (NG) vs HYB (3),"May 26, 2025 - 18:10 KST",D0D0,"Control: 2 vs 0 (Oasis)
Push: 141.51m vs 55.53m (Runasapi)
Escort: 1 vs 0 (Circuit Royal)"
Unknown Group,ARP (ARP) vs JKOT (0),"May 26, 2025 - 19:10 KST",Secret,"Control: 1 vs 2 (Oasis)
Flashpoint: 0 vs 3 (Suravasa)
Escort: 1 vs 2 (Circuit Royal)"
Unknown Group,VL (VL) vs AT (3),"May 26, 2025 - 20:30 KST",TOPDRAGON,"Control: 2 vs 0 (Nepal)
Push: 144.86m vs 6.32m (Runasapi)
Flashpoint: 1 vs 3 (Suravasa)
Escort: 3 vs 2 (Circuit Royal)"
Unknown Group,ZG (ZG) vs REJ (0),"May 27, 2025 - 18:10 KST",Edison,"Control: 0 vs 2 (Ilios)
Hybrid: 1 vs 2 (Eichenwalde)
Push: 0m vs 144.86m (Runasapi)"
Unknown Group,INF (INF) vs LAZ (3),"May 27, 2025 - 19:10 KST",SWOO,"Control: 2 vs 0 (Busan)
Escort: 4 vs 3 (Circuit Royal)
Flashpoint: 2 vs 3 (Suravasa)
Push: 119.05m vs 103.6m (Runasapi)"
Unknown Group,REV (REV) vs PNHB (0),"May 27, 2025 - 21:00 KST",Suraimu,"Control: 0 vs 2 (Nepal)
Hybrid: 2 vs 3 (King's Row)
Escort: 0 vs 3 (Circuit Royal)"
Unknown Group,REJ (REJ) vs JKOT (3),"May 28, 2025 - 18:00 KST",Kalios,"Control: 2 vs 0 (Ilios)
Flashpoint: 3 vs 0 (Suravasa)
Push: 124.69m vs 72.99m (Colosseo)"
Unknown Group,NG (NG) vs AT (0),"May 28, 2025 - 19:30 KST",FodCarry,"Control: 1 vs 2 (Oasis)
Escort: 2 vs 3 (Circuit Royal)
Push: 122.14m vs 122.15m (Runasapi)"
Unknown Group,HYB (HYB) vs LAZ (0),"May 28, 2025 - 20:40 KST",MuZe,"Control: 0 vs 2 (Nepal)
Push: 0m vs 144.86m (Runasapi)
Escort: 0 vs 1 (Circuit Royal)"
Unknown Group,ZG (ZG) vs PNHB (0),"June 2, 2025 - 18:10 KST",CINNAMON,"Control: 0 vs 2 (Oasis)
Push: 30.38m vs 144.86m (Runasapi)
Hybrid: 2 vs 3 (King's Row)"
Unknown Group,INF (INF) vs VL (1),"June 2, 2025 - 19:20 KST",TOPDRAGON,"Control: 1 vs 2 (Ilios)
Flashpoint: 3 vs 0 (Suravasa)
Escort: 0 vs 1 (Circuit Royal)
Hybrid: 2 vs 3 (Hollywood)"
Unknown Group,ARP (ARP) vs REV (1),"June 2, 2025 - 20:45 KST",K4ne,"Control: 0 vs 2 (Oasis)
Escort: 3 vs 2 (Circuit Royal)
Flashpoint: 0 vs 3 (Suravasa)
Hybrid: 1 vs 3 (Hollywood)"
