Stage,Match,Date,MVP,Map Result
Unknown Group,LS (LS) vs ZONES (2),"June 8, 2025 - 18:00 KST",Pride,"Control: 0 vs 2 (Oasis)
Escort: 4 vs 3 (Circuit Royal)
Flashpoint: 0 vs 3 (New Junk City)
Hybrid: 5 vs 4 (King's Row)
Push: 57.95m vs 144.86m (Runasapi)"
Unknown Group,CC (CC) vs MT (3),"June 8, 2025 - 20:10 KST",Kaneki,"Control: 2 vs 0 (Ilios)
Escort: 3 vs 2 (Circuit Royal)
Flashpoint: 3 vs 2 (New Junk City)"
Unknown Group,WBG (WBG) vs LS (3),"June 13, 2025 - 18:00 KST",Leave,"Control: 2 vs 0 (Ilios)
Escort: 1 vs 0 (Circuit Royal)
Flashpoint: 3 vs 0 (New Junk City)"
Unknown Group,ROC (ROC) vs ZONES (3),"June 13, 2025 - 19:15 KST",Diya,"Control: 2 vs 0 (Ilios)
Flashpoint: 3 vs 1 (New Junk City)
Escort: 3 vs 1 (Dorado)"
Unknown Group,HE (HE) vs XX (3),"June 14, 2025 - 18:00 KST",Wen,"Control: 2 vs 0 (Oasis)
Escort: 2 vs 0 (Circuit Royal)
Hybrid: 3 vs 0 (Midtown)"
Unknown Group,WBG (WBG) vs ROC (3),"June 14, 2025 - 19:20 KST",shy,"Control: 2 vs 1 (Oasis)
Escort: 5 vs 4 (Circuit Royal)
Push: 96.27m vs 96.26m (Runasapi)"
Unknown Group,CC (CC) vs ZONES (3),"June 14, 2025 - 22:00 KST",Kaneki,"Control: 2 vs 1 (Ilios)
Flashpoint: 3 vs 1 (New Junk City)
Escort: 3 vs 1 (Dorado)"
Unknown Group,HE (HE) vs MT (1),"June 15, 2025 - 18:00 KST",Eileen,"Control: 2 vs 1 (Oasis)
Escort: 1 vs 2 (Dorado)
Hybrid: 3 vs 4 (Hollywood)
Push: 35.32m vs 144.86m (Runasapi)"
Unknown Group,LS (LS) vs XX (3),"June 15, 2025 - 20:00 KST",Alphari,"Control: 2 vs 1 (Oasis)
Escort: 4 vs 3 (Gibraltar)
Hybrid: 3 vs 0 (King's Row)"
Unknown Group,HE (HE) vs ZONES (1),"June 21, 2025 - 18:00 KST",Pride,"Control: 2 vs 0 (Oasis)
Escort: 1 vs 2 (Circuit Royal)
Push: 81.91m vs 96.18m (Runasapi)
Hybrid: 2 vs 3 (Hollywood)"
Unknown Group,ROC (ROC) vs LS (3),"June 21, 2025 - 19:50 KST",Taejong,"Control: 2 vs 0 (Ilios)
Escort: 3 vs 2 (Circuit Royal)
Hybrid: 1 vs 0 (King's Row)"
Unknown Group,XX (XX) vs MT (1),"June 22, 2025 - 18:00 KST",Insane,"Control: 2 vs 1 (Ilios)
Flashpoint: 1 vs 3 (New Junk City)
Hybrid: 0 vs 1 (Midtown)
Escort: 0 vs 1 (Circuit Royal)"
Unknown Group,WBG (WBG) vs CC (3),"June 22, 2025 - 19:40 KST",shy,"Control: 2 vs 1 (Ilios)
Escort: 3 vs 2 (Circuit Royal)
Flashpoint: 3 vs 0 (Suravasa)"
